Sample#,SampleTime,units,arduino,gps
1135,136,ns,1,0
1136,399.87,ms,3,0
1137,100.00,ms,3,1
1138,123.11,us,3,0
1139,152,ns,2,0
1140,499.99,ms,0,0
1141,168,ns,1,0
1142,399.87,ms,3,0
1143,100.00,ms,3,1
1144,123.09,us,3,0
1145,184,ns,2,0
1146,499.99,ms,0,0
1147,152,ns,1,0
1148,399.87,ms,3,0
1149,100.00,ms,3,1
1150,123.06,us,3,0
1151,192,ns,2,0
1152,499.99,ms,0,0
1153,208,ns,1,0
1154,399.87,ms,3,0
1155,100.00,ms,3,1
1156,123.03,us,3,0
1157,224,ns,2,0
1158,499.99,ms,0,0
1159,224,ns,1,0
1160,399.87,ms,3,0
1161,100.00,ms,3,1
1162,122.58,us,3,0
1163,24,ns,1,0
1164,499.99,ms,0,0
1165,16,ns,2,0
1166,399.87,ms,3,0
1167,100.00,ms,3,1
1168,123.26,us,3,0
1169,8,ns,1,0
1170,499.99,ms,0,0
1171,8,ns,1,0
1172,399.87,ms,3,0
1173,100.00,ms,3,1
1174,123.22,us,3,0
1175,24,ns,2,0
1176,499.99,ms,0,0
1177,32,ns,1,0
1178,399.87,ms,3,0
1179,100.00,ms,3,1
1180,123.23,us,3,0
1181,56,ns,2,0
1182,499.99,ms,0,0
1183,56,ns,1,0
1184,399.87,ms,3,0
1185,100.00,ms,3,1
1186,123.17,us,3,0
1187,72,ns,2,0
1188,499.99,ms,0,0
1189,48,ns,1,0
1190,399.87,ms,3,0
1191,100.00,ms,3,1
1192,123.14,us,3,0
1193,96,ns,2,0
1194,499.99,ms,0,0
1195,128,ns,1,0
1196,399.87,ms,3,0
1197,100.00,ms,3,1
1198,123.10,us,3,0
1199,128,ns,2,0
1200,499.99,ms,0,0
1201,136,ns,1,0
1202,399.87,ms,3,0
1203,100.00,ms,3,1
1204,123.12,us,3,0
1205,112,ns,2,0
1206,499.99,ms,0,0
1207,152,ns,1,0
1208,399.87,ms,3,0
1209,100.00,ms,3,1
1210,123.06,us,3,0
1211,160,ns,2,0
1212,499.99,ms,0,0
1213,176,ns,1,0
1214,399.87,ms,3,0
1215,100.00,ms,3,1
1216,123.03,us,3,0
1217,192,ns,2,0
1218,499.99,ms,0,0
1219,224,ns,1,0
1220,399.87,ms,3,0
1221,100.00,ms,3,1
1222,122.61,us,3,0
1223,8,ns,1,0
1224,499.99,ms,0,0
1225,8,ns,2,0
1226,399.87,ms,3,0
1227,100.00,ms,3,1
1228,123.29,us,3,0
1229,499.99,ms,0,0
1230,16,ns,1,0
1231,399.87,ms,3,0
1232,100.00,ms,3,1
1233,123.26,us,3,0
1234,40,ns,2,0
1235,499.99,ms,0,0
1236,16,ns,1,0
1237,399.87,ms,3,0
1238,100.00,ms,3,1
1239,123.21,us,3,0
1240,72,ns,2,0
1241,499.99,ms,0,0
1242,112,ns,1,0
1243,399.87,ms,3,0
1244,100.00,ms,3,1
1245,123.18,us,3,0
1246,88,ns,2,0
1247,499.99,ms,0,0
1248,64,ns,1,0
1249,399.87,ms,3,0
1250,100.00,ms,3,1
1251,123.18,us,3,0
1252,104,ns,2,0
1253,499.99,ms,0,0
1254,152,ns,1,0
1255,399.87,ms,3,0
1256,100.00,ms,3,1
1257,123.15,us,3,0
1258,120,ns,2,0
1259,499.99,ms,0,0
1260,184,ns,1,0
1261,399.87,ms,3,0
1262,100.00,ms,3,1
1263,123.10,us,3,0
1264,176,ns,2,0
1265,499.99,ms,0,0
1266,216,ns,1,0
1267,399.87,ms,3,0
1268,100.00,ms,3,1
1269,123.06,us,3,0
1270,200,ns,2,0
1271,499.99,ms,0,0
1272,216,ns,1,0
1273,399.87,ms,3,0
1274,100.00,ms,3,1
1275,123.03,us,3,0
1276,232,ns,2,0
1277,499.99,ms,0,0
1278,240,ns,1,0
1279,399.87,ms,3,0
1280,100.00,ms,3,1
1281,122.59,us,3,0
1282,40,ns,1,0
1283,499.99,ms,0,0
1284,16,ns,2,0
1285,399.87,ms,3,0
1286,100.00,ms,3,1
1287,123.26,us,3,0
1288,64,ns,1,0
1289,499.99,ms,0,0
1290,32,ns,2,0
1291,399.87,ms,3,0
1292,100.00,ms,3,1
1293,123.26,us,3,0
1294,499.99,ms,0,0
1295,8,ns,1,0
1296,399.87,ms,3,0
1297,100.00,ms,3,1
1298,123.25,us,3,0
1299,499.99,ms,0,0
1300,8,ns,1,0
1301,399.87,ms,3,0
1302,100.00,ms,3,1
1303,123.21,us,3,0
1304,48,ns,2,0
1305,499.99,ms,0,0
1306,56,ns,1,0
1307,399.87,ms,3,0
1308,100.00,ms,3,1
1309,123.17,us,3,0
1310,80,ns,2,0
1311,499.99,ms,0,0
1312,80,ns,1,0
1313,399.87,ms,3,0
1314,100.00,ms,3,1
1315,123.15,us,3,0
1316,104,ns,2,0
1317,499.99,ms,0,0
1318,120,ns,1,0
1319,399.87,ms,3,0
1320,100.00,ms,3,1
1321,123.10,us,3,0
1322,152,ns,2,0
1323,499.99,ms,0,0
1324,120,ns,1,0
1325,399.87,ms,3,0
1326,100.00,ms,3,1
1327,123.08,us,3,0
1328,208,ns,2,0
1329,499.99,ms,0,0
1330,176,ns,1,0
1331,399.87,ms,3,0
1332,100.00,ms,3,1
1333,123.04,us,3,0
1334,232,ns,2,0
1335,499.99,ms,0,0
1336,200,ns,1,0
1337,399.87,ms,3,0
1338,100.00,ms,3,1
1339,122.61,us,3,0
1340,8,ns,1,0
1341,499.99,ms,0,0
1342,40,ns,1,0
1343,399.87,ms,3,0
1344,100.00,ms,3,1
1345,123.28,us,3,0
1346,32,ns,2,0
1347,499.99,ms,0,0
1348,40,ns,1,0
1349,399.87,ms,3,0
1350,100.00,ms,3,1
1351,123.26,us,3,0
1352,40,ns,2,0
1353,499.99,ms,0,0
1354,40,ns,1,0
1355,399.87,ms,3,0
1356,100.00,ms,3,1
1357,123.19,us,3,0
1358,96,ns,2,0
1359,499.99,ms,0,0
1360,104,ns,1,0
1361,399.87,ms,3,0
1362,100.00,ms,3,1
1363,123.17,us,3,0
1364,112,ns,2,0
1365,499.99,ms,0,0
1366,104,ns,1,0
1367,399.87,ms,3,0
1368,100.00,ms,3,1
1369,123.12,us,3,0
1370,176,ns,2,0
1371,499.99,ms,0,0
1372,160,ns,1,0
1373,399.87,ms,3,0
1374,100.00,ms,3,1
1375,123.10,us,3,0
1376,224,ns,2,0
1377,499.99,ms,0,0
1378,208,ns,1,0
1379,399.87,ms,3,0
1380,100.00,ms,3,1
1381,123.05,us,3,0
1382,240,ns,2,0
1383,499.99,ms,0,0
1384,248,ns,1,0
1385,399.87,ms,3,0
1386,100.00,ms,3,1
1387,123.02,us,3,0
1388,264,ns,2,0
1389,499.99,ms,0,0
1390,280,ns,1,0
1391,399.87,ms,3,0
1392,100.00,ms,3,1
1393,122.98,us,3,0
1394,336,ns,2,0
1395,6.64 ,s,0,0
