Sample#,SampleTime,units,arduino,gps
465,2.62,us,2,0
466,499.99,ms,0,0
467,2.81,us,1,0
468,399.81,ms,3,0
469,100.00,ms,3,1
470,185.46,us,3,0
471,2.98,us,2,0
472,499.99,ms,0,0
473,3.17,us,1,0
474,399.80,ms,3,0
475,100.00,ms,3,1
476,193.52,us,3,0
477,3.34,us,2,0
478,499.99,ms,0,0
479,3.54,us,1,0
480,399.79,ms,3,0
481,100.00,ms,3,1
482,120.43,us,3,0
483,8,ns,2,0
484,499.99,ms,0,0
485,224,ns,1,0
486,399.86,ms,3,0
487,100.00,ms,3,1
488,129.18,us,3,0
489,384,ns,2,0
490,499.99,ms,0,0
491,592,ns,1,0
492,399.86,ms,3,0
493,100.00,ms,3,1
494,137.22,us,3,0
495,800,ns,2,0
496,499.99,ms,0,0
497,912,ns,1,0
498,399.85,ms,3,0
499,100.00,ms,3,1
500,145.27,us,3,0
501,1.14,us,2,0
502,499.99,ms,0,0
503,1.30,us,1,0
504,399.84,ms,3,0
505,100.00,ms,3,1
506,153.30,us,3,0
507,1.53,us,2,0
508,499.99,ms,0,0
509,1.72,us,1,0
510,399.83,ms,3,0
511,100.00,ms,3,1
512,161.35,us,3,0
513,1.89,us,2,0
514,499.99,ms,0,0
515,2.10,us,1,0
516,399.82,ms,3,0
517,100.00,ms,3,1
518,169.42,us,3,0
519,2.27,us,2,0
520,499.99,ms,0,0
521,2.46,us,1,0
522,399.81,ms,3,0
523,100.00,ms,3,1
524,177.43,us,3,0
525,2.65,us,2,0
526,499.99,ms,0,0
527,2.87,us,1,0
528,399.81,ms,3,0
529,100.00,ms,3,1
530,185.50,us,3,0
531,2.99,us,2,0
532,499.99,ms,0,0
533,3.21,us,1,0
534,399.80,ms,3,0
535,100.00,ms,3,1
536,193.54,us,3,0
537,3.38,us,2,0
538,499.99,ms,0,0
539,3.56,us,1,0
540,399.79,ms,3,0
541,100.00,ms,3,1
542,120.41,us,3,0
543,8,ns,2,0
544,499.99,ms,0,0
545,216,ns,1,0
546,399.86,ms,3,0
547,100.00,ms,3,1
548,129.15,us,3,0
549,416,ns,2,0
550,499.99,ms,0,0
551,568,ns,1,0
552,399.86,ms,3,0
553,100.00,ms,3,1
554,137.21,us,3,0
555,736,ns,2,0
556,499.99,ms,0,0
557,928,ns,1,0
558,399.85,ms,3,0
559,100.00,ms,3,1
560,145.24,us,3,0
561,1.15,us,2,0
562,499.99,ms,0,0
563,1.35,us,1,0
564,399.84,ms,3,0
565,100.00,ms,3,1
566,153.27,us,3,0
567,1.52,us,2,0
568,499.99,ms,0,0
569,1.70,us,1,0
570,399.83,ms,3,0
571,100.00,ms,3,1
572,161.31,us,3,0
573,1.88,us,2,0
574,499.99,ms,0,0
575,2.09,us,1,0
576,399.82,ms,3,0
577,100.00,ms,3,1
578,169.37,us,3,0
579,2.25,us,2,0
580,499.99,ms,0,0
581,2.44,us,1,0
582,399.81,ms,3,0
583,100.00,ms,3,1
584,177.41,us,3,0
585,2.62,us,2,0
586,499.99,ms,0,0
587,2.81,us,1,0
588,399.81,ms,3,0
589,100.00,ms,3,1
590,185.45,us,3,0
591,3.02,us,2,0
592,499.99,ms,0,0
593,3.18,us,1,0
594,399.80,ms,3,0
595,100.00,ms,3,1
596,193.50,us,3,0
597,3.39,us,2,0
598,499.99,ms,0,0
599,3.57,us,1,0
600,399.79,ms,3,0
601,100.00,ms,3,1
602,120.44,us,3,0
603,16,ns,1,0
604,499.99,ms,0,0
605,168,ns,1,0
606,399.86,ms,3,0
607,100.00,ms,3,1
608,129.21,us,3,0
609,368,ns,2,0
610,499.99,ms,0,0
611,536,ns,1,0
612,399.86,ms,3,0
613,100.00,ms,3,1
614,137.26,us,3,0
615,728,ns,2,0
616,499.99,ms,0,0
617,928,ns,1,0
618,399.85,ms,3,0
619,100.00,ms,3,1
620,145.31,us,3,0
621,1.10,us,2,0
622,499.99,ms,0,0
623,1.26,us,1,0
624,399.84,ms,3,0
625,100.00,ms,3,1
626,153.35,us,3,0
627,1.49,us,2,0
628,499.99,ms,0,0
629,1.65,us,1,0
630,399.83,ms,3,0
631,100.00,ms,3,1
632,161.42,us,3,0
633,1.83,us,2,0
634,499.99,ms,0,0
635,2.03,us,1,0
636,399.82,ms,3,0
637,100.00,ms,3,1
638,169.46,us,3,0
639,2.22,us,2,0
640,499.99,ms,0,0
641,2.40,us,1,0
642,399.81,ms,3,0
643,100.00,ms,3,1
644,177.52,us,3,0
645,2.59,us,2,0
646,499.99,ms,0,0
647,2.78,us,1,0
648,399.81,ms,3,0
649,100.00,ms,3,1
650,185.55,us,3,0
651,2.98,us,2,0
652,499.99,ms,0,0
653,3.18,us,1,0
654,399.80,ms,3,0
655,100.00,ms,3,1
656,193.63,us,3,0
657,3.31,us,2,0
658,499.99,ms,0,0
659,3.54,us,1,0
660,399.79,ms,3,0
661,100.00,ms,3,1
662,120.42,us,3,0
663,8,ns,2,0
664,499.99,ms,0,0
665,200,ns,1,0
666,399.86,ms,3,0
667,100.00,ms,3,1
668,129.21,us,3,0
669,376,ns,2,0
670,499.99,ms,0,0
671,568,ns,1,0
672,399.86,ms,3,0
673,100.00,ms,3,1
674,137.23,us,3,0
675,760,ns,2,0
676,499.99,ms,0,0
677,928,ns,1,0
678,399.85,ms,3,0
679,100.00,ms,3,1
680,145.30,us,3,0
681,1.11,us,2,0
682,499.99,ms,0,0
683,1.30,us,1,0
684,399.84,ms,3,0
685,100.00,ms,3,1
686,153.34,us,3,0
687,1.50,us,2,0
688,499.99,ms,0,0
689,1.68,us,1,0
690,399.83,ms,3,0
691,100.00,ms,3,1
692,161.40,us,3,0
693,1.90,us,2,0
694,499.99,ms,0,0
695,2.03,us,1,0
696,399.82,ms,3,0
697,100.00,ms,3,1
698,169.46,us,3,0
699,2.23,us,2,0
700,499.99,ms,0,0
701,2.41,us,1,0
702,399.81,ms,3,0
703,100.00,ms,3,1
704,177.50,us,3,0
705,2.62,us,2,0
706,499.99,ms,0,0
707,2.78,us,1,0
708,399.81,ms,3,0
709,100.00,ms,3,1
710,185.59,us,3,0
711,2.94,us,2,0
712,499.99,ms,0,0
713,3.14,us,1,0
714,399.80,ms,3,0
715,100.00,ms,3,1
716,193.62,us,3,0
717,3.35,us,2,0
718,499.99,ms,0,0
719,3.53,us,1,0
720,399.79,ms,3,0
721,100.00,ms,3,1
722,120.41,us,3,0
723,8,ns,2,0
724,499.99,ms,0,0
725,200,ns,1,0
726,399.86,ms,3,0
727,100.00,ms,3,1
728,129.17,us,3,0
729,384,ns,2,0
730,499.99,ms,0,0
731,544,ns,1,0
732,399.86,ms,3,0
733,100.00,ms,3,1
734,137.26,us,3,0
735,696,ns,2,0
736,499.99,ms,0,0
737,912,ns,1,0
738,399.85,ms,3,0
739,100.00,ms,3,1
740,145.30,us,3,0
741,1.09,us,2,0
742,499.99,ms,0,0
743,1.32,us,1,0
744,399.84,ms,3,0
745,100.00,ms,3,1
746,153.36,us,3,0
747,1.46,us,2,0
748,499.99,ms,0,0
749,1.64,us,1,0
750,399.83,ms,3,0
751,100.00,ms,3,1
752,161.41,us,3,0
753,1.86,us,2,0
754,499.99,ms,0,0
755,1.97,us,1,0
756,399.82,ms,3,0
757,100.00,ms,3,1
758,169.45,us,3,0
759,2.20,us,2,0
760,499.99,ms,0,0
761,2.38,us,1,0
762,399.81,ms,3,0
763,100.00,ms,3,1
764,177.50,us,3,0
765,2.57,us,2,0
766,499.99,ms,0,0
767,2.75,us,1,0
768,399.81,ms,3,0
769,100.00,ms,3,1
770,185.55,us,3,0
771,2.94,us,2,0
772,499.99,ms,0,0
773,3.12,us,1,0
774,399.80,ms,3,0
775,100.00,ms,3,1
776,193.62,us,3,0
777,3.30,us,2,0
778,499.99,ms,0,0
779,3.50,us,1,0
780,399.79,ms,3,0
781,100.00,ms,3,1
782,120.45,us,3,0
783,499.99,ms,0,0
784,176,ns,1,0
785,399.86,ms,3,0
786,100.00,ms,3,1
787,129.26,us,3,0
788,336,ns,2,0
789,499.99,ms,0,0
790,584,ns,1,0
791,399.86,ms,3,0
792,100.00,ms,3,1
793,137.28,us,3,0
794,736,ns,2,0
795,499.99,ms,0,0
796,880,ns,1,0
797,399.85,ms,3,0
798,100.00,ms,3,1
799,145.34,us,3,0
800,1.09,us,2,0
801,499.99,ms,0,0
802,1.27,us,1,0
803,399.84,ms,3,0
804,100.00,ms,3,1
805,153.43,us,3,0
806,1.42,us,2,0
807,499.99,ms,0,0
808,1.61,us,1,0
809,399.83,ms,3,0
810,100.00,ms,3,1
811,161.44,us,3,0
812,1.82,us,2,0
813,499.99,ms,0,0
814,1.99,us,1,0
815,399.82,ms,3,0
816,100.00,ms,3,1
817,169.50,us,3,0
818,2.18,us,2,0
819,499.99,ms,0,0
820,2.31,us,1,0
821,399.81,ms,3,0
822,100.00,ms,3,1
823,177.57,us,3,0
824,2.57,us,2,0
825,499.99,ms,0,0
826,2.72,us,1,0
827,399.81,ms,3,0
828,100.00,ms,3,1
829,185.62,us,3,0
830,2.90,us,2,0
831,499.99,ms,0,0
832,3.09,us,1,0
833,399.80,ms,3,0
834,100.00,ms,3,1
835,193.71,us,3,0
836,3.22,us,2,0
837,499.99,ms,0,0
838,3.44,us,1,0
839,399.79,ms,3,0
840,100.00,ms,3,1
841,120.42,us,3,0
842,32,ns,2,0
843,499.99,ms,0,0
844,200,ns,1,0
845,399.86,ms,3,0
846,100.00,ms,3,1
847,129.17,us,3,0
848,392,ns,2,0
849,499.99,ms,0,0
850,576,ns,1,0
851,399.86,ms,3,0
852,100.00,ms,3,1
853,137.24,us,3,0
854,752,ns,2,0
855,499.99,ms,0,0
856,936,ns,1,0
857,399.85,ms,3,0
858,100.00,ms,3,1
859,145.33,us,3,0
860,1.10,us,2,0
861,499.99,ms,0,0
862,1.30,us,1,0
863,399.84,ms,3,0
864,100.00,ms,3,1
865,153.36,us,3,0
866,1.48,us,2,0
867,499.99,ms,0,0
868,1.67,us,1,0
869,399.83,ms,3,0
870,100.00,ms,3,1
871,161.40,us,3,0
872,1.85,us,2,0
873,499.99,ms,0,0
874,2.02,us,1,0
875,399.82,ms,3,0
876,100.00,ms,3,1
877,169.46,us,3,0
878,2.21,us,2,0
879,499.99,ms,0,0
880,2.38,us,1,0
881,399.81,ms,3,0
882,100.00,ms,3,1
883,177.54,us,3,0
884,2.56,us,2,0
885,499.99,ms,0,0
886,2.78,us,1,0
887,399.81,ms,3,0
888,100.00,ms,3,1
889,185.57,us,3,0
890,2.94,us,2,0
891,499.99,ms,0,0
892,3.08,us,1,0
893,399.80,ms,3,0
894,100.00,ms,3,1
895,193.63,us,3,0
896,3.32,us,2,0
897,499.99,ms,0,0
898,3.45,us,1,0
899,399.79,ms,3,0
900,100.00,ms,3,1
901,120.42,us,3,0
902,32,ns,1,0
903,499.99,ms,0,0
904,144,ns,1,0
905,399.86,ms,3,0
906,100.00,ms,3,1
907,129.25,us,3,0
908,312,ns,2,0
909,499.99,ms,0,0
910,496,ns,1,0
911,399.86,ms,3,0
912,100.00,ms,3,1
913,137.30,us,3,0
914,680,ns,2,0
915,499.99,ms,0,0
916,872,ns,1,0
917,399.85,ms,3,0
918,100.00,ms,3,1
919,145.38,us,3,0
920,1.06,us,2,0
921,499.99,ms,0,0
922,1.26,us,1,0
923,399.84,ms,3,0
924,100.00,ms,3,1
925,153.41,us,3,0
926,1.42,us,2,0
927,499.99,ms,0,0
928,1.58,us,1,0
929,399.83,ms,3,0
930,100.00,ms,3,1
931,161.46,us,3,0
932,1.78,us,2,0
933,499.99,ms,0,0
934,1.96,us,1,0
935,399.82,ms,3,0
936,100.00,ms,3,1
937,169.55,us,3,0
938,2.12,us,2,0
939,499.99,ms,0,0
940,2.32,us,1,0
941,399.81,ms,3,0
942,100.00,ms,3,1
943,177.58,us,3,0
944,2.54,us,2,0
945,499.99,ms,0,0
946,2.70,us,1,0
947,399.81,ms,3,0
948,100.00,ms,3,1
949,185.64,us,3,0
950,2.86,us,2,0
951,499.99,ms,0,0
952,3.06,us,1,0
953,399.80,ms,3,0
954,100.00,ms,3,1
955,193.74,us,3,0
956,3.22,us,2,0
957,499.99,ms,0,0
958,3.41,us,1,0
959,399.79,ms,3,0
960,100.00,ms,3,1
961,120.42,us,3,0
962,24,ns,2,0
963,499.99,ms,0,0
964,208,ns,1,0
965,399.86,ms,3,0
966,100.00,ms,3,1
967,129.18,us,3,0
968,400,ns,2,0
969,499.99,ms,0,0
970,600,ns,1,0
971,399.86,ms,3,0
972,100.00,ms,3,1
973,137.23,us,3,0
974,760,ns,2,0
975,499.99,ms,0,0
976,904,ns,1,0
977,399.85,ms,3,0
978,100.00,ms,3,1
979,145.30,us,3,0
980,1.12,us,2,0
981,499.99,ms,0,0
982,1.29,us,1,0
983,399.84,ms,3,0
984,100.00,ms,3,1
985,153.38,us,3,0
986,1.46,us,2,0
987,499.99,ms,0,0
988,1.66,us,1,0
989,399.83,ms,3,0
990,100.00,ms,3,1
991,161.42,us,3,0
992,1.86,us,2,0
993,499.99,ms,0,0
994,2.04,us,1,0
995,399.82,ms,3,0
996,100.00,ms,3,1
997,169.47,us,3,0
998,2.23,us,2,0
999,499.99,ms,0,0
1000,2.41,us,1,0
1001,399.81,ms,3,0
1002,100.00,ms,3,1
1003,177.55,us,3,0
1004,2.60,us,2,0
1005,499.99,ms,0,0
1006,2.75,us,1,0
1007,399.81,ms,3,0
1008,100.00,ms,3,1
1009,185.63,us,3,0
1010,2.90,us,2,0
1011,499.99,ms,0,0
1012,3.12,us,1,0
1013,399.80,ms,3,0
1014,100.00,ms,3,1
1015,193.66,us,3,0
1016,3.33,us,2,0
1017,499.99,ms,0,0
1018,3.49,us,1,0
1019,399.79,ms,3,0
1020,100.00,ms,3,1
1021,120.42,us,3,0
1022,24,ns,2,0
1023,499.99,ms,0,0
1024,200,ns,1,0
1025,399.86,ms,3,0
1026,100.00,ms,3,1
1027,129.17,us,3,0
1028,400,ns,2,0
1029,499.99,ms,0,0
1030,568,ns,1,0
1031,399.86,ms,3,0
1032,100.00,ms,3,1
1033,137.27,us,3,0
1034,728,ns,2,0
1035,499.99,ms,0,0
1036,968,ns,1,0
1037,399.85,ms,3,0
1038,100.00,ms,3,1
1039,145.32,us,3,0
1040,1.10,us,2,0
1041,499.99,ms,0,0
1042,1.30,us,1,0
1043,399.84,ms,3,0
1044,100.00,ms,3,1
1045,153.37,us,3,0
1046,1.50,us,2,0
1047,499.99,ms,0,0
1048,1.67,us,1,0
1049,399.83,ms,3,0
1050,100.00,ms,3,1
1051,161.45,us,3,0
1052,1.83,us,2,0
1053,499.99,ms,0,0
1054,2.02,us,1,0
1055,399.82,ms,3,0
1056,100.00,ms,3,1
1057,169.51,us,3,0
1058,2.20,us,2,0
1059,499.99,ms,0,0
1060,2.41,us,1,0
1061,399.81,ms,3,0
1062,100.00,ms,3,1
1063,177.54,us,3,0
1064,2.59,us,2,0
1065,499.99,ms,0,0
1066,2.77,us,1,0
1067,399.81,ms,3,0
1068,100.00,ms,3,1
1069,185.60,us,3,0
1070,2.95,us,2,0
1071,499.99,ms,0,0
1072,3.14,us,1,0
1073,399.80,ms,3,0
1074,100.00,ms,3,1
1075,193.67,us,3,0
1076,3.34,us,2,0
1077,499.99,ms,0,0
1078,3.51,us,1,0
1079,399.79,ms,3,0
1080,100.00,ms,3,1
1081,120.42,us,3,0
1082,499.99,ms,0,0
1083,176,ns,1,0
1084,399.86,ms,3,0
1085,100.00,ms,3,1
1086,129.18,us,3,0
1087,376,ns,2,0
1088,499.99,ms,0,0
1089,576,ns,1,0
1090,399.86,ms,3,0
1091,100.00,ms,3,1
1092,137.25,us,3,0
1093,744,ns,2,0
1094,499.99,ms,0,0
1095,896,ns,1,0
1096,399.85,ms,3,0
1097,100.00,ms,3,1
1098,145.32,us,3,0
1099,1.11,us,2,0
1100,499.99,ms,0,0
1101,1.27,us,1,0
1102,399.84,ms,3,0
1103,100.00,ms,3,1
1104,153.37,us,3,0
1105,1.46,us,2,0
1106,499.99,ms,0,0
1107,1.65,us,1,0
1108,399.83,ms,3,0
1109,100.00,ms,3,1
1110,161.43,us,3,0
1111,1.83,us,2,0
1112,499.99,ms,0,0
1113,2.06,us,1,0
1114,399.82,ms,3,0
